a_Gene_ID	Mirbase ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
transcript:ENSORLT00000030301	ola-miR-187-3p#FMORYLATM0298	8090	3648	3653	3648	3653	2253	6mer	x	6mer	8090		0
transcript:ENSORLT00000019988	ola-miR-187-3p#FMORYLATM0298	8090	2793	2798	2793	2798	2254	6mer	x	6mer	8090		0
transcript:ENSORLT00000020061	ola-miR-187-3p#FMORYLATM0298	8090	1753	1759	1753	1759	2255	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000020119	ola-miR-187-3p#FMORYLATM0298	8090	62	67	62	67	2256	6mer	x	6mer	8090		0
transcript:ENSORLT00000030929	ola-miR-187-3p#FMORYLATM0298	8090	424	431	424	431	2257	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000020425	ola-miR-187-3p#FMORYLATM0298	8090	670	676	670	676	2258	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036117	ola-miR-187-3p#FMORYLATM0298	8090	670	676	670	676	2259	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031853	ola-miR-187-3p#FMORYLATM0298	8090	1845	1850	1845	1850	2260	6mer	x	6mer	8090		0
transcript:ENSORLT00000031853	ola-miR-187-3p#FMORYLATM0298	8090	1859	1865	1859	1865	2261	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000020599	ola-miR-187-3p#FMORYLATM0298	8090	2807	2813	2807	2813	2262	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000038809	ola-miR-187-3p#FMORYLATM0298	8090	860	865	860	865	2263	6mer	x	6mer	8090		0
transcript:ENSORLT00000038812	ola-miR-187-3p#FMORYLATM0298	8090	860	865	860	865	2264	6mer	x	6mer	8090		0
transcript:ENSORLT00000028162	ola-miR-187-3p#FMORYLATM0298	8090	2086	2091	2086	2091	2265	6mer	x	6mer	8090		0
transcript:ENSORLT00000033775	ola-miR-187-3p#FMORYLATM0298	8090	2086	2091	2086	2091	2266	6mer	x	6mer	8090		0
transcript:ENSORLT00000020858	ola-miR-187-3p#FMORYLATM0298	8090	1800	1805	1800	1805	2267	6mer	x	6mer	8090		0
transcript:ENSORLT00000027703	ola-miR-187-3p#FMORYLATM0298	8090	682	687	682	687	2268	6mer	x	6mer	8090		0
transcript:ENSORLT00000036768	ola-miR-187-3p#FMORYLATM0298	8090	314	320	314	320	2269	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031679	ola-miR-187-3p#FMORYLATM0298	8090	79	85	79	85	2270	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000046924	ola-miR-187-3p#FMORYLATM0298	8090	3976	3981	3976	3981	2271	6mer	x	6mer	8090		0
transcript:ENSORLT00000021093	ola-miR-187-3p#FMORYLATM0298	8090	1272	1277	1272	1277	2272	6mer	x	6mer	8090		0
transcript:ENSORLT00000027870	ola-miR-187-3p#FMORYLATM0298	8090	2186	2192	2186	2192	2273	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000027870	ola-miR-187-3p#FMORYLATM0298	8090	2784	2790	2784	2790	2274	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000021150	ola-miR-187-3p#FMORYLATM0298	8090	424	429	424	429	2275	6mer	x	6mer	8090		0
transcript:ENSORLT00000021153	ola-miR-187-3p#FMORYLATM0298	8090	424	429	424	429	2276	6mer	x	6mer	8090		0
transcript:ENSORLT00000037644	ola-miR-187-3p#FMORYLATM0298	8090	407	413	407	413	2277	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000044885	ola-miR-187-3p#FMORYLATM0298	8090	407	413	407	413	2278	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000040813	ola-miR-187-3p#FMORYLATM0298	8090	3904	3909	3904	3909	2279	6mer	x	6mer	8090		0
transcript:ENSORLT00000037630	ola-miR-187-3p#FMORYLATM0298	8090	4122	4127	4122	4127	2280	6mer	x	6mer	8090		0
transcript:ENSORLT00000021421	ola-miR-187-3p#FMORYLATM0298	8090	2956	2962	2956	2962	2281	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000030434	ola-miR-187-3p#FMORYLATM0298	8090	2555	2560	2555	2560	2282	6mer	x	6mer	8090		0
transcript:ENSORLT00000043583	ola-miR-187-3p#FMORYLATM0298	8090	2555	2560	2555	2560	2283	6mer	x	6mer	8090		0
transcript:ENSORLT00000038288	ola-miR-187-3p#FMORYLATM0298	8090	1488	1495	1488	1495	2284	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000045787	ola-miR-187-3p#FMORYLATM0298	8090	1488	1495	1488	1495	2285	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000021749	ola-miR-187-3p#FMORYLATM0298	8090	468	474	468	474	2286	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028190	ola-miR-187-3p#FMORYLATM0298	8090	1129	1135	1129	1135	2287	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028190	ola-miR-187-3p#FMORYLATM0298	8090	1552	1557	1552	1557	2288	6mer	x	6mer	8090		0
transcript:ENSORLT00000036474	ola-miR-187-3p#FMORYLATM0298	8090	1129	1135	1129	1135	2289	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036474	ola-miR-187-3p#FMORYLATM0298	8090	1552	1557	1552	1557	2290	6mer	x	6mer	8090		0
transcript:ENSORLT00000021876	ola-miR-187-3p#FMORYLATM0298	8090	2216	2223	2216	2223	2291	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000041330	ola-miR-187-3p#FMORYLATM0298	8090	2216	2223	2216	2223	2292	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000042214	ola-miR-187-3p#FMORYLATM0298	8090	4027	4032	4027	4032	2293	6mer	x	6mer	8090		0
transcript:ENSORLT00000021886	ola-miR-187-3p#FMORYLATM0298	8090	3966	3971	3966	3971	2294	6mer	x	6mer	8090		0
transcript:ENSORLT00000021887	ola-miR-187-3p#FMORYLATM0298	8090	3966	3971	3966	3971	2295	6mer	x	6mer	8090		0
transcript:ENSORLT00000021951	ola-miR-187-3p#FMORYLATM0298	8090	3137	3142	3137	3142	2296	6mer	x	6mer	8090		0
transcript:ENSORLT00000036364	ola-miR-187-3p#FMORYLATM0298	8090	846	851	846	851	2297	6mer	x	6mer	8090		0
transcript:ENSORLT00000023709	ola-miR-187-3p#FMORYLATM0298	8090	240	246	240	246	2298	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000022075	ola-miR-187-3p#FMORYLATM0298	8090	297	303	297	303	2299	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000024581	ola-miR-187-3p#FMORYLATM0298	8090	1545	1551	1545	1551	2300	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000027252	ola-miR-187-3p#FMORYLATM0298	8090	1545	1551	1545	1551	2301	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036461	ola-miR-187-3p#FMORYLATM0298	8090	1545	1551	1545	1551	2302	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000039431	ola-miR-187-3p#FMORYLATM0298	8090	1472	1477	1472	1477	2303	6mer	x	6mer	8090		0
transcript:ENSORLT00000042032	ola-miR-187-3p#FMORYLATM0298	8090	1472	1477	1472	1477	2304	6mer	x	6mer	8090		0
transcript:ENSORLT00000022348	ola-miR-187-3p#FMORYLATM0298	8090	884	889	884	889	2305	6mer	x	6mer	8090		0
transcript:ENSORLT00000022392	ola-miR-187-3p#FMORYLATM0298	8090	1306	1311	1306	1311	2306	6mer	x	6mer	8090		0
transcript:ENSORLT00000032982	ola-miR-187-3p#FMORYLATM0298	8090	3887	3892	3887	3892	2307	6mer	x	6mer	8090		0
transcript:ENSORLT00000032982	ola-miR-187-3p#FMORYLATM0298	8090	849	854	849	854	2308	6mer	x	6mer	8090		0
transcript:ENSORLT00000027076	ola-miR-187-3p#FMORYLATM0298	8090	4744	4749	4744	4749	2309	6mer	x	6mer	8090		0
transcript:ENSORLT00000036209	ola-miR-187-3p#FMORYLATM0298	8090	378	383	378	383	2310	6mer	x	6mer	8090		0
transcript:ENSORLT00000046455	ola-miR-187-3p#FMORYLATM0298	8090	378	383	378	383	2311	6mer	x	6mer	8090		0
transcript:ENSORLT00000022467	ola-miR-187-3p#FMORYLATM0298	8090	2502	2508	2502	2508	2312	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000022467	ola-miR-187-3p#FMORYLATM0298	8090	2536	2542	2536	2542	2313	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000022467	ola-miR-187-3p#FMORYLATM0298	8090	440	445	440	445	2314	6mer	x	6mer	8090		0
transcript:ENSORLT00000022490	ola-miR-187-3p#FMORYLATM0298	8090	859	865	859	865	2315	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000046059	ola-miR-187-3p#FMORYLATM0298	8090	2225	2231	2225	2231	2316	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000022508	ola-miR-187-3p#FMORYLATM0298	8090	1667	1673	1667	1673	2317	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000022509	ola-miR-187-3p#FMORYLATM0298	8090	1667	1673	1667	1673	2318	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000022513	ola-miR-187-3p#FMORYLATM0298	8090	15	20	15	20	2319	6mer	x	6mer	8090		0
transcript:ENSORLT00000033003	ola-miR-187-3p#FMORYLATM0298	8090	2515	2520	2515	2520	2320	6mer	x	6mer	8090		0
transcript:ENSORLT00000022521	ola-miR-187-3p#FMORYLATM0298	8090	549	555	549	555	2321	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030554	ola-miR-187-3p#FMORYLATM0298	8090	2722	2729	2722	2729	2322	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000035571	ola-miR-187-3p#FMORYLATM0298	8090	2722	2729	2722	2729	2323	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000042379	ola-miR-187-3p#FMORYLATM0298	8090	2722	2729	2722	2729	2324	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000029513	ola-miR-187-3p#FMORYLATM0298	8090	2444	2449	2444	2449	2325	6mer	x	6mer	8090		0
transcript:ENSORLT00000035855	ola-miR-187-3p#FMORYLATM0298	8090	598	603	598	603	2326	6mer	x	6mer	8090		0
transcript:ENSORLT00000033734	ola-miR-187-3p#FMORYLATM0298	8090	45	50	45	50	2327	6mer	x	6mer	8090		0
transcript:ENSORLT00000022684	ola-miR-187-3p#FMORYLATM0298	8090	3905	3910	3905	3910	2328	6mer	x	6mer	8090		0
transcript:ENSORLT00000024519	ola-miR-187-3p#FMORYLATM0298	8090	187	194	187	194	2329	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000024519	ola-miR-187-3p#FMORYLATM0298	8090	678	684	678	684	2330	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000040397	ola-miR-187-3p#FMORYLATM0298	8090	187	194	187	194	2331	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000040397	ola-miR-187-3p#FMORYLATM0298	8090	678	684	678	684	2332	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000046377	ola-miR-187-3p#FMORYLATM0298	8090	1529	1535	1529	1535	2333	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000026918	ola-miR-187-3p#FMORYLATM0298	8090	1080	1086	1080	1086	2334	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000026918	ola-miR-187-3p#FMORYLATM0298	8090	755	761	755	761	2335	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000045164	ola-miR-187-3p#FMORYLATM0298	8090	1080	1086	1080	1086	2336	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000045164	ola-miR-187-3p#FMORYLATM0298	8090	755	761	755	761	2337	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000011037	ola-miR-187-3p#FMORYLATM0298	8090	1104	1109	1104	1109	2338	6mer	x	6mer	8090		0
transcript:ENSORLT00000011037	ola-miR-187-3p#FMORYLATM0298	8090	2554	2559	2554	2559	2339	6mer	x	6mer	8090		0
transcript:ENSORLT00000035737	ola-miR-187-3p#FMORYLATM0298	8090	1104	1109	1104	1109	2340	6mer	x	6mer	8090		0
transcript:ENSORLT00000035737	ola-miR-187-3p#FMORYLATM0298	8090	2554	2559	2554	2559	2341	6mer	x	6mer	8090		0
transcript:ENSORLT00000034907	ola-miR-187-3p#FMORYLATM0298	8090	2523	2529	2523	2529	2342	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000037566	ola-miR-187-3p#FMORYLATM0298	8090	2523	2529	2523	2529	2343	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000038789	ola-miR-187-3p#FMORYLATM0298	8090	2523	2529	2523	2529	2344	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000027183	ola-miR-187-3p#FMORYLATM0298	8090	1236	1241	1236	1241	2345	6mer	x	6mer	8090		0
transcript:ENSORLT00000031030	ola-miR-187-3p#FMORYLATM0298	8090	1236	1241	1236	1241	2346	6mer	x	6mer	8090		0
transcript:ENSORLT00000039708	ola-miR-187-3p#FMORYLATM0298	8090	1739	1745	1739	1745	2347	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042928	ola-miR-187-3p#FMORYLATM0298	8090	1106	1111	1106	1111	2348	6mer	x	6mer	8090		0
transcript:ENSORLT00000042928	ola-miR-187-3p#FMORYLATM0298	8090	1749	1755	1749	1755	2349	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000044484	ola-miR-187-3p#FMORYLATM0298	8090	1106	1111	1106	1111	2350	6mer	x	6mer	8090		0
transcript:ENSORLT00000044484	ola-miR-187-3p#FMORYLATM0298	8090	1749	1755	1749	1755	2351	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000025753	ola-miR-187-3p#FMORYLATM0298	8090	57	62	57	62	2352	6mer	x	6mer	8090		0
transcript:ENSORLT00000034349	ola-miR-187-3p#FMORYLATM0298	8090	4088	4093	4088	4093	2353	6mer	x	6mer	8090		0
transcript:ENSORLT00000025759	ola-miR-187-3p#FMORYLATM0298	8090	334	339	334	339	2354	6mer	x	6mer	8090		0
transcript:ENSORLT00000025759	ola-miR-187-3p#FMORYLATM0298	8090	513	518	513	518	2355	6mer	x	6mer	8090		0
transcript:ENSORLT00000027904	ola-miR-187-3p#FMORYLATM0298	8090	19	24	19	24	2356	6mer	x	6mer	8090		0
transcript:ENSORLT00000035324	ola-miR-187-3p#FMORYLATM0298	8090	953	959	953	959	2357	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000038268	ola-miR-187-3p#FMORYLATM0298	8090	88	93	88	93	2358	6mer	x	6mer	8090		0
transcript:ENSORLT00000035161	ola-miR-187-3p#FMORYLATM0298	8090	1557	1563	1557	1563	2359	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000013368	ola-miR-187-3p#FMORYLATM0298	8090	323	329	323	329	2360	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000013580	ola-miR-187-3p#FMORYLATM0298	8090	773	778	773	778	2361	6mer	x	6mer	8090		0
transcript:ENSORLT00000047088	ola-miR-187-3p#FMORYLATM0298	8090	2544	2549	2544	2549	2362	6mer	x	6mer	8090		0
transcript:ENSORLT00000014424	ola-miR-187-3p#FMORYLATM0298	8090	1135	1141	1135	1141	2363	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042359	ola-miR-187-3p#FMORYLATM0298	8090	1052	1057	1052	1057	2364	6mer	x	6mer	8090		0
transcript:ENSORLT00000042359	ola-miR-187-3p#FMORYLATM0298	8090	1757	1763	1757	1763	2365	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028112	ola-miR-187-3p#FMORYLATM0298	8090	131	138	131	138	2366	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000014649	ola-miR-187-3p#FMORYLATM0298	8090	2451	2457	2451	2457	2367	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000015212	ola-miR-187-3p#FMORYLATM0298	8090	1993	1998	1993	1998	2368	6mer	x	6mer	8090		0
transcript:ENSORLT00000015214	ola-miR-187-3p#FMORYLATM0298	8090	2063	2068	2063	2068	2369	6mer	x	6mer	8090		0
transcript:ENSORLT00000030396	ola-miR-187-3p#FMORYLATM0298	8090	4674	4679	4674	4679	2370	6mer	x	6mer	8090		0
transcript:ENSORLT00000034577	ola-miR-187-3p#FMORYLATM0298	8090	4674	4679	4674	4679	2371	6mer	x	6mer	8090		0
transcript:ENSORLT00000035182	ola-miR-187-3p#FMORYLATM0298	8090	4674	4679	4674	4679	2372	6mer	x	6mer	8090		0
transcript:ENSORLT00000047111	ola-miR-187-3p#FMORYLATM0298	8090	4674	4679	4674	4679	2373	6mer	x	6mer	8090		0
transcript:ENSORLT00000015752	ola-miR-187-3p#FMORYLATM0298	8090	462	467	462	467	2374	6mer	x	6mer	8090		0
transcript:ENSORLT00000038617	ola-miR-187-3p#FMORYLATM0298	8090	1330	1337	1330	1337	2375	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000029749	ola-miR-187-3p#FMORYLATM0298	8090	1181	1186	1181	1186	2376	6mer	x	6mer	8090		0
transcript:ENSORLT00000016239	ola-miR-187-3p#FMORYLATM0298	8090	850	856	850	856	2377	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000016458	ola-miR-187-3p#FMORYLATM0298	8090	101	107	101	107	2378	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000041663	ola-miR-187-3p#FMORYLATM0298	8090	2412	2418	2412	2418	2379	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000016480	ola-miR-187-3p#FMORYLATM0298	8090	648	654	648	654	2380	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000016480	ola-miR-187-3p#FMORYLATM0298	8090	801	807	801	807	2381	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000039040	ola-miR-187-3p#FMORYLATM0298	8090	131	137	131	137	2382	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000041452	ola-miR-187-3p#FMORYLATM0298	8090	131	137	131	137	2383	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028457	ola-miR-187-3p#FMORYLATM0298	8090	56	61	56	61	2384	6mer	x	6mer	8090		0
transcript:ENSORLT00000016966	ola-miR-187-3p#FMORYLATM0298	8090	1832	1838	1832	1838	2385	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000042423	ola-miR-187-3p#FMORYLATM0298	8090	1367	1373	1367	1373	2386	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042423	ola-miR-187-3p#FMORYLATM0298	8090	561	568	561	568	2387	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000042423	ola-miR-187-3p#FMORYLATM0298	8090	701	706	701	706	2388	6mer	x	6mer	8090		0
transcript:ENSORLT00000017144	ola-miR-187-3p#FMORYLATM0298	8090	1237	1243	1237	1243	2389	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000017144	ola-miR-187-3p#FMORYLATM0298	8090	431	438	431	438	2390	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000017144	ola-miR-187-3p#FMORYLATM0298	8090	571	576	571	576	2391	6mer	x	6mer	8090		0
transcript:ENSORLT00000017146	ola-miR-187-3p#FMORYLATM0298	8090	1237	1243	1237	1243	2392	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000017146	ola-miR-187-3p#FMORYLATM0298	8090	431	438	431	438	2393	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000017146	ola-miR-187-3p#FMORYLATM0298	8090	571	576	571	576	2394	6mer	x	6mer	8090		0
transcript:ENSORLT00000017198	ola-miR-187-3p#FMORYLATM0298	8090	2350	2355	2350	2355	2395	6mer	x	6mer	8090		0
transcript:ENSORLT00000031393	ola-miR-187-3p#FMORYLATM0298	8090	2350	2355	2350	2355	2396	6mer	x	6mer	8090		0
transcript:ENSORLT00000032686	ola-miR-187-3p#FMORYLATM0298	8090	2350	2355	2350	2355	2397	6mer	x	6mer	8090		0
transcript:ENSORLT00000036165	ola-miR-187-3p#FMORYLATM0298	8090	1541	1547	1541	1547	2398	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036165	ola-miR-187-3p#FMORYLATM0298	8090	2052	2057	2052	2057	2399	6mer	x	6mer	8090		0
transcript:ENSORLT00000017346	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2400	6mer	x	6mer	8090		0
transcript:ENSORLT00000017346	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2401	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000027129	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2402	6mer	x	6mer	8090		0
transcript:ENSORLT00000027129	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2403	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028411	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2404	6mer	x	6mer	8090		0
transcript:ENSORLT00000028411	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2405	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030298	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2406	6mer	x	6mer	8090		0
transcript:ENSORLT00000030298	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2407	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031642	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2408	6mer	x	6mer	8090		0
transcript:ENSORLT00000031642	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2409	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000034592	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2410	6mer	x	6mer	8090		0
transcript:ENSORLT00000034592	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2411	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000038262	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2412	6mer	x	6mer	8090		0
transcript:ENSORLT00000038262	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2413	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000046567	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2414	6mer	x	6mer	8090		0
transcript:ENSORLT00000046567	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2415	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000047019	ola-miR-187-3p#FMORYLATM0298	8090	1394	1399	1394	1399	2416	6mer	x	6mer	8090		0
transcript:ENSORLT00000047019	ola-miR-187-3p#FMORYLATM0298	8090	883	889	883	889	2417	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031688	ola-miR-187-3p#FMORYLATM0298	8090	3526	3531	3526	3531	2418	6mer	x	6mer	8090		0
transcript:ENSORLT00000031688	ola-miR-187-3p#FMORYLATM0298	8090	3539	3545	3539	3545	2419	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000043346	ola-miR-187-3p#FMORYLATM0298	8090	1071	1076	1071	1076	2420	6mer	x	6mer	8090		0
transcript:ENSORLT00000035398	ola-miR-187-3p#FMORYLATM0298	8090	2168	2173	2168	2173	2421	6mer	x	6mer	8090		0
transcript:ENSORLT00000029329	ola-miR-187-3p#FMORYLATM0298	8090	1023	1028	1023	1028	2422	6mer	x	6mer	8090		0
transcript:ENSORLT00000029329	ola-miR-187-3p#FMORYLATM0298	8090	30	36	30	36	2423	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000019307	ola-miR-187-3p#FMORYLATM0298	8090	1498	1503	1498	1503	2424	6mer	x	6mer	8090		0
transcript:ENSORLT00000019309	ola-miR-187-3p#FMORYLATM0298	8090	1498	1503	1498	1503	2425	6mer	x	6mer	8090		0
transcript:ENSORLT00000019839	ola-miR-187-3p#FMORYLATM0298	8090	1053	1059	1053	1059	2426	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000045375	ola-miR-187-3p#FMORYLATM0298	8090	1053	1059	1053	1059	2427	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000019878	ola-miR-187-3p#FMORYLATM0298	8090	593	598	593	598	2428	6mer	x	6mer	8090		0
transcript:ENSORLT00000020460	ola-miR-187-3p#FMORYLATM0298	8090	2100	2106	2100	2106	2429	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000027842	ola-miR-187-3p#FMORYLATM0298	8090	2100	2106	2100	2106	2430	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000038858	ola-miR-187-3p#FMORYLATM0298	8090	2100	2106	2100	2106	2431	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000044475	ola-miR-187-3p#FMORYLATM0298	8090	2100	2106	2100	2106	2432	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000039382	ola-miR-187-3p#FMORYLATM0298	8090	257	262	257	262	2433	6mer	x	6mer	8090		0
transcript:ENSORLT00000043215	ola-miR-187-3p#FMORYLATM0298	8090	3386	3392	3386	3392	2434	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000035722	ola-miR-187-3p#FMORYLATM0298	8090	2479	2485	2479	2485	2435	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000035722	ola-miR-187-3p#FMORYLATM0298	8090	483	488	483	488	2436	6mer	x	6mer	8090		0
transcript:ENSORLT00000020693	ola-miR-187-3p#FMORYLATM0298	8090	194	199	194	199	2437	6mer	x	6mer	8090		0
transcript:ENSORLT00000027915	ola-miR-187-3p#FMORYLATM0298	8090	194	199	194	199	2438	6mer	x	6mer	8090		0
transcript:ENSORLT00000041442	ola-miR-187-3p#FMORYLATM0298	8090	2021	2027	2021	2027	2439	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000041442	ola-miR-187-3p#FMORYLATM0298	8090	2273	2278	2273	2278	2440	6mer	x	6mer	8090		0
transcript:ENSORLT00000028991	ola-miR-187-3p#FMORYLATM0298	8090	614	620	614	620	2441	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000021466	ola-miR-187-3p#FMORYLATM0298	8090	1574	1579	1574	1579	2442	6mer	x	6mer	8090		0
transcript:ENSORLT00000021466	ola-miR-187-3p#FMORYLATM0298	8090	490	497	490	497	2443	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000021495	ola-miR-187-3p#FMORYLATM0298	8090	671	676	671	676	2444	6mer	x	6mer	8090		0
transcript:ENSORLT00000039181	ola-miR-187-3p#FMORYLATM0298	8090	671	676	671	676	2445	6mer	x	6mer	8090		0
transcript:ENSORLT00000042945	ola-miR-187-3p#FMORYLATM0298	8090	3424	3429	3424	3429	2446	6mer	x	6mer	8090		0
transcript:ENSORLT00000035794	ola-miR-187-3p#FMORYLATM0298	8090	1374	1379	1374	1379	2447	6mer	x	6mer	8090		0
transcript:ENSORLT00000035794	ola-miR-187-3p#FMORYLATM0298	8090	993	998	993	998	2448	6mer	x	6mer	8090		0
transcript:ENSORLT00000040908	ola-miR-187-3p#FMORYLATM0298	8090	1374	1379	1374	1379	2449	6mer	x	6mer	8090		0
